Query=YOR250C	 Hit=lcl|MAPG_12038T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.131:15:784:1 gene:MAPG_12038 transcript:MAPG_12038T0 description:""Clp1""-species:Magnaporthe_poae"	 E_value=2e-08
			
Query=MGG_08829T0	 Hit=lcl|CCU76722	" Description=pep:novel supercontig:EF1:HF943537:2503902:2506487:-1 gene:BGHDH14_bgh00935 transcript:CCU76722 description:""RNA polymerase II Elongator subunit""-species:Blumeria_graminis"	 E_value=7e-08
			
Query=MGG_08829T0	 Hit=lcl|CBX91283	" Description=pep:novel supercontig:ASM23037v1:FP929072:191861:196463:-1 gene:LEMA_P067910.1 transcript:CBX91283 description:""Similar to WD domain containing protein ""-species:Leptosphaeria_maculans"	 E_value=7e-08
			
Query=MGG_08829T0	 Hit=lcl|FGSG_10268P0	" Description=pep:known chromosome:ASM24013v2:1:10325394:10326598:1 gene:FGSG_10268 transcript:FGSG_10268T0 description:""eukaryotic translation initiation factor 3 39 kDa subunit""-species:Gibberella_zeae"	 E_value=7e-08
			
Query=MGG_08829T0	 Hit=lcl|FGSG_13118P0	" Description=pep:known chromosome:ASM24013v2:4:3095614:3098078:-1 gene:FGSG_13118 transcript:FGSG_13118T0 description:""hypothetical protein similar to actin-binding protein""-species:Gibberella_zeae"	 E_value=8e-08
			
Query=MGG_08829T0	 Hit=lcl|FVEG_07883T0	" Description=pep:known chromosome:ASM14955v1:3:1165503:1166723:1 gene:FVEG_07883 transcript:FVEG_07883T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=8e-08
			
Query=MGG_08829T0	 Hit=lcl|FVEG_07883T0	" Description=pep:known chromosome:ASM14955v1:3:1165503:1166723:1 gene:FVEG_07883 transcript:FVEG_07883T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|EDO00043	" Description=pep:novel supercontig:ASM14694v1:CH476623:2071284:2072961:-1 gene:SS1G_02902 transcript:EDO00043 description:""hypothetical protein""-species:Sclerotinia_sclerotiorum"	 E_value=8e-08
			
Query=MGG_08829T0	 Hit=lcl|CAZ85400	" Description=pep:novel supercontig:ASM15164v1:FN430349:440264:442524:1 gene:GSTUM_00010251001 transcript:CAZ85400 description:""""-species:Tuber_melanosporum"	 E_value=8e-08
			
Query=MGG_08829T0	 Hit=lcl|CAZ85695	" Description=pep:novel supercontig:ASM15164v1:FN430354:389354:390713:1 gene:GSTUM_00010679001 transcript:CAZ85695 description:""""-species:Tuber_melanosporum"	 E_value=8e-08
			
Query=MGG_08829T0	 Hit=lcl|CAZ85695	" Description=pep:novel supercontig:ASM15164v1:FN430354:389354:390713:1 gene:GSTUM_00010679001 transcript:CAZ85695 description:""""-species:Tuber_melanosporum"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|PTTG_04315P0	" Description=pep:novel supercontig:ASM15152v1:GG705445:293940:295940:1 gene:PTTG_04315 transcript:PTTG_04315T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=8e-08
			
Query=MGG_08829T0	 Hit=lcl|SPCC895.06.1:pep	" Description=pep:known chromosome:ASM294v2:III:1008448:1011121:1 gene:SPCC895.06 transcript:SPCC895.06.1 description:""elongator complex subunit Elp2 (predicted)""-species:Schizosaccharomyces_pombe"	 E_value=8e-08
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00004188	" Description=pep:known supercontig:CADRE:1.12:791106:793610:-1 gene:CADATEAG00004188 transcript:CADATEAT00004188 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=8e-08
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00004188	" Description=pep:known supercontig:CADRE:1.12:791106:793610:-1 gene:CADATEAG00004188 transcript:CADATEAT00004188 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=1e-06
			
Query=MGG_08829T0	 Hit=lcl|AAS53358	" Description=pep:known chromosome:ASM9102v1:VI:410922:412595:-1 gene:AGOS_AFL014C transcript:AAS53358 description:""AFL014Cp""-species:Ashbya_gossypii"	 E_value=9e-08
			
Query=MGG_08829T0	 Hit=lcl|AAS53358	" Description=pep:known chromosome:ASM9102v1:VI:410922:412595:-1 gene:AGOS_AFL014C transcript:AAS53358 description:""AFL014Cp""-species:Ashbya_gossypii"	 E_value=5e-06
			
Query=MGG_08829T0	 Hit=lcl|CBQ68109	" Description=pep:novel chromosome:GCA_000230245.1:1:2007870:2010360:1 gene:sr11974 transcript:CBQ68109 description:""conserved hypothetical protein""-species:Sporisorium_reilianum"	 E_value=9e-08
			
Query=MGG_08829T0	 Hit=lcl|CBQ68109	" Description=pep:novel chromosome:GCA_000230245.1:1:2007870:2010360:1 gene:sr11974 transcript:CBQ68109 description:""conserved hypothetical protein""-species:Sporisorium_reilianum"	 E_value=1e-06
			
Query=MGG_08829T0	 Hit=lcl|CBQ68109	" Description=pep:novel chromosome:GCA_000230245.1:1:2007870:2010360:1 gene:sr11974 transcript:CBQ68109 description:""conserved hypothetical protein""-species:Sporisorium_reilianum"	 E_value=1e-05
			
Query=MGG_08829T0	 Hit=lcl|EGR50639	" Description=pep:novel supercontig:GCA_000167675.2:GL985059:787276:788566:1 gene:TRIREDRAFT_57676 transcript:EGR50639 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=9e-08
			
Query=MGG_08829T0	 Hit=lcl|EGR50639	" Description=pep:novel supercontig:GCA_000167675.2:GL985059:787276:788566:1 gene:TRIREDRAFT_57676 transcript:EGR50639 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=7e-07
			
Query=MGG_08829T0	 Hit=lcl|CBY01874	" Description=pep:novel supercontig:ASM23037v1:FP929139:2503452:2513155:-1 gene:LEMA_P006610.1 transcript:CBY01874 description:""Putative uncharacterized protein ""-species:Leptosphaeria_maculans"	 E_value=9e-08
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00004695	" Description=pep:known supercontig:CADRE:1.15:282194:286463:1 gene:CADATEAG00004695 transcript:CADATEAT00004695 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=9e-08
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00004695	" Description=pep:known supercontig:CADRE:1.15:282194:286463:1 gene:CADATEAG00004695 transcript:CADATEAT00004695 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=3e-06
			
Query=MGG_08829T0	 Hit=lcl|EPY50785	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.5:485571:487510:1 gene:SPOG_00677 transcript:EPY50785 description:""actin binding protein""-species:Schizosaccharomyces_cryophilus"	 E_value=9e-08
			
Query=MGG_08829T0	 Hit=lcl|PTTG_02346P0	" Description=pep:novel supercontig:ASM15152v1:GG705418:70564:72492:1 gene:PTTG_02346 transcript:PTTG_02346T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=9e-08
			
Query=MGG_08829T0	 Hit=lcl|EFQ25334	" Description=pep:novel supercontig:GCA_000149035.1:GG697332:23458:25929:-1 gene:GLRG_00478 transcript:EFQ25334 description:""WD domain-containing protein""-species:Glomerella_graminicola"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00010075	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963481:1922719:1925901:1 gene:CADAFLAG00010075 transcript:CADAFLAT00010075 description:""Actin cortical patch component, putative ""-species:Aspergillus_flavus"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00010075	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963481:1922719:1925901:1 gene:CADAFLAG00010075 transcript:CADAFLAT00010075 description:""Actin cortical patch component, putative ""-species:Aspergillus_flavus"	 E_value=8e-06
			
Query=MGG_08829T0	 Hit=lcl|EGR52559	" Description=pep:novel supercontig:GCA_000167675.2:GL985056:3336934:3338437:1 gene:TRIREDRAFT_74442 transcript:EGR52559 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFUBP00004287	" Description=pep:known scaffold:CADRE:DS499596:2818867:2821613:-1 gene:CADAFUBG00004359 transcript:CADAFUBT00004359 description:""SnoRNA binding protein, putative""-species:Aspergillus_fumigatus"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|SNOT_11148	" Description=pep:known supercontig:ASM14691v1:supercont1.18:649886:650964:-1 gene:SNOG_11148 transcript:SNOT_11148 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|YLL011W	" Description=pep:known chromosome:SacCer_Apr2011:XII:127523:128992:1 gene:YLL011W transcript:YLL011W description:""Essential protein required for biogenesis of 40S (small) ribosomal subunit\x3b has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p""-species:Saccharomyces_cerevisiae"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|PTTG_04780P0	" Description=pep:novel supercontig:ASM15152v1:GG705452:447703:449231:1 gene:PTTG_04780 transcript:PTTG_04780T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|YOR272W	" Description=pep:known chromosome:SacCer_Apr2011:XV:832813:834195:1 gene:YOR272W transcript:YOR272W description:""Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit\x3b has seven C-terminal WD repeats""-species:Saccharomyces_cerevisiae"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|YOR272W	" Description=pep:known chromosome:SacCer_Apr2011:XV:832813:834195:1 gene:YOR272W transcript:YOR272W description:""Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit\x3b has seven C-terminal WD repeats""-species:Saccharomyces_cerevisiae"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00004760	" Description=pep:known supercontig:CADRE:1.7:1180855:1182874:1 gene:CADATEAG00004760 transcript:CADATEAT00004760 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00011049	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963483:767706:768999:1 gene:CADAFLAG00011049 transcript:CADAFLAT00011049 description:""WD repeat-containing protein ""-species:Aspergillus_flavus"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CAG78850	" Description=pep:novel chromosome:GCA_000002525.1:F:3773228:3774170:-1 gene:YALI0_F30151g transcript:CAG78850 description:""YALI0F30151p""-species:Yarrowia_lipolytica"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EPY50525	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.6:926361:928079:1 gene:SPOG_01280 transcript:EPY50525 description:""U3 snoRNP protein Utp15""-species:Schizosaccharomyces_cryophilus"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EPY50525	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.6:926361:928079:1 gene:SPOG_01280 transcript:EPY50525 description:""U3 snoRNP protein Utp15""-species:Schizosaccharomyces_cryophilus"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|SNOT_05302	" Description=pep:known supercontig:ASM14691v1:supercont1.7:1130834:1132165:1 gene:SNOG_05302 transcript:SNOT_05302 description:""Probable cytosolic iron-sulfur protein assembly protein 1""-species:Phaeosphaeria_nodorum"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EGG02163	" Description=pep:novel supercontig:GCA_000204055.1:GL883133:139522:140950:-1 gene:MELLADRAFT_91605 transcript:EGG02163 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EGG02163	" Description=pep:novel supercontig:GCA_000204055.1:GL883133:139522:140950:-1 gene:MELLADRAFT_91605 transcript:EGG02163 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|GGTG_00485T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:1551366:1552948:-1 gene:GGTG_00485 transcript:GGTG_00485T0 description:""mitogen-activated protein kinase organizer 1""-species:Gaeumannomyces_graminis"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CAG83091	" Description=pep:novel chromosome:GCA_000002525.1:B:1810491:1813420:-1 gene:YALI0_B13442g transcript:CAG83091 description:""YALI0B13442p""-species:Yarrowia_lipolytica"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EFNCRP00000004079	" Description=pep:known supercontig:ASM18292v1:7.14:232948:234837:1 gene:EFNCRG00000004074 transcript:EFNCRT00000004079 description:""Related to a component of the yeast U3 snoRNP Rrp9p""-species:Neurospora_crassa"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EFNCRP00000004079	" Description=pep:known supercontig:ASM18292v1:7.14:232948:234837:1 gene:EFNCRG00000004074 transcript:EFNCRT00000004079 description:""Related to a component of the yeast U3 snoRNP Rrp9p""-species:Neurospora_crassa"	 E_value=5e-06
			
Query=MGG_08829T0	 Hit=lcl|YLR429W	" Description=pep:known chromosome:SacCer_Apr2011:XII:990777:992732:1 gene:YLR429W transcript:YLR429W description:""Coronin, cortical actin cytoskeletal component that associates with the Arp2p/Arp3p complex to regulate its activity\x3b plays a role in regulation of actin patch assembly""-species:Saccharomyces_cerevisiae"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CAZ82349	" Description=pep:novel supercontig:ASM15164v1:FN430124:49818:53509:-1 gene:GSTUM_00000793001 transcript:CAZ82349 description:""""-species:Tuber_melanosporum"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CCU75444	" Description=pep:novel supercontig:EF1:HF943546:3126455:3129871:-1 gene:BGHDH14_bgh05864 transcript:CCU75444 description:""protein hir1""-species:Blumeria_graminis"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CCU75444	" Description=pep:novel supercontig:EF1:HF943546:3126455:3129871:-1 gene:BGHDH14_bgh05864 transcript:CCU75444 description:""protein hir1""-species:Blumeria_graminis"	 E_value=1e-05
			
Query=MGG_08829T0	 Hit=lcl|GGTG_06651T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.3:4543768:4545940:-1 gene:GGTG_06651 transcript:GGTG_06651T0 description:""U3 small nucleolar RNA-associated protein 15""-species:Gaeumannomyces_graminis"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|GGTG_06651T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.3:4543768:4545940:-1 gene:GGTG_06651 transcript:GGTG_06651T0 description:""U3 small nucleolar RNA-associated protein 15""-species:Gaeumannomyces_graminis"	 E_value=8e-06
			
Query=MGG_08829T0	 Hit=lcl|CBQ67941	" Description=pep:novel chromosome:GCA_000230245.1:1:1537411:1539537:1 gene:sr11807 transcript:CBQ67941 description:""conserved hypothetical protein""-species:Sporisorium_reilianum"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|B0510_1038T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.2:1541613:1544774:-1 gene:B0510_1038 transcript:B0510_1038T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|B0510_1038T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.2:1541613:1544774:-1 gene:B0510_1038 transcript:B0510_1038T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=3e-06
			
Query=MGG_08829T0	 Hit=lcl|GGTG_00293T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:943379:946033:1 gene:GGTG_00293 transcript:GGTG_00293T0 description:""WD repeat-containing protein 2""-species:Gaeumannomyces_graminis"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|GGTG_00293T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:943379:946033:1 gene:GGTG_00293 transcript:GGTG_00293T0 description:""WD repeat-containing protein 2""-species:Gaeumannomyces_graminis"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|CAZ84165	" Description=pep:novel supercontig:ASM15164v1:FN430322:684020:685975:-1 gene:GSTUM_00008236001 transcript:CAZ84165 description:""""-species:Tuber_melanosporum"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|CAZ84165	" Description=pep:novel supercontig:ASM15164v1:FN430322:684020:685975:-1 gene:GSTUM_00008236001 transcript:CAZ84165 description:""""-species:Tuber_melanosporum"	 E_value=8e-07
			
Query=MGG_08829T0	 Hit=lcl|FGSG_07171P0	" Description=pep:known chromosome:ASM24013v2:4:2609176:2611579:-1 gene:FGSG_07171 transcript:FGSG_07171T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EDU44441	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.17:178214:180528:-1 gene:PTRG_11391 transcript:EDU44441 description:""THO complex subunit 3""-species:Pyrenophora_triticirepentis"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EDU44441	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.17:178214:180528:-1 gene:PTRG_11391 transcript:EDU44441 description:""THO complex subunit 3""-species:Pyrenophora_triticirepentis"	 E_value=4e-06
			
Query=MGG_08829T0	 Hit=lcl|AAS53316	" Description=pep:known chromosome:ASM9102v1:VI:330647:333577:-1 gene:AGOS_AFL056C transcript:AAS53316 description:""AFL056Cp""-species:Ashbya_gossypii"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|AAS53316	" Description=pep:known chromosome:ASM9102v1:VI:330647:333577:-1 gene:AGOS_AFL056C transcript:AAS53316 description:""AFL056Cp""-species:Ashbya_gossypii"	 E_value=3e-06
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00008594	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963480:3102:5388:-1 gene:CADAFLAG00008594 transcript:CADAFLAT00008594 description:""SnoRNA binding protein, putative ""-species:Aspergillus_flavus"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EGG01367	" Description=pep:novel supercontig:GCA_000204055.1:GL883139:143622:145750:-1 gene:MELLADRAFT_53626 transcript:EGG01367 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EGG01367	" Description=pep:novel supercontig:GCA_000204055.1:GL883139:143622:145750:-1 gene:MELLADRAFT_53626 transcript:EGG01367 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EGG01367	" Description=pep:novel supercontig:GCA_000204055.1:GL883139:143622:145750:-1 gene:MELLADRAFT_53626 transcript:EGG01367 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=1e-05
			
Query=MGG_08829T0	 Hit=lcl|FGSG_06821P0	" Description=pep:known chromosome:ASM24013v2:4:1342991:1344526:-1 gene:FGSG_06821 transcript:FGSG_06821T0 description:""hypothetical protein similar to microtubule associated protein Ytm1""-species:Gibberella_zeae"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|MGG_06389T0	" Description=pep:known chromosome:MG8:4:3920200:3923120:-1 gene:MGG_06389 transcript:MGG_06389T0 description:""Coronin-6""-species:Magnaporthe_oryzae"	 E_value=1e-07
			
Query=MGG_08829T0	 Hit=lcl|EEB05655	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.1:2864400:2866525:-1 gene:SJAG_00677 transcript:EEB05655 description:""actin binding protein""-species:Schizosaccharomyces_japonicus"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CADANIAP00005923	" Description=pep:known chromosome:ASM1142v1:III:1787126:1791395:-1 gene:CADANIAG00005923 transcript:CADANIAT00005923 description:""WD repeat protein (AFU_orthologue\x3b AFUA_2G03080)""-species:Aspergillus_nidulans"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|SNOT_10282	" Description=pep:known supercontig:ASM14691v1:supercont1.16:722613:724547:1 gene:SNOG_10282 transcript:SNOT_10282 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|FGSG_02812P0	" Description=pep:known chromosome:ASM24013v2:2:8591051:8592243:-1 gene:FGSG_02812 transcript:FGSG_02812T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|FGSG_02812P0	" Description=pep:known chromosome:ASM24013v2:2:8591051:8592243:-1 gene:FGSG_02812 transcript:FGSG_02812T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=5e-07
			
Query=MGG_08829T0	 Hit=lcl|EFNCRP00000002633	" Description=pep:known supercontig:ASM18292v1:7.8:701890:703423:1 gene:EFNCRG00000002630 transcript:EFNCRT00000002633 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|FGSG_09956P0	" Description=pep:known chromosome:ASM24013v2:1:9280393:9282471:1 gene:FGSG_09956 transcript:FGSG_09956T0 description:""hypothetical protein similar to actin cortical patch component""-species:Gibberella_zeae"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|FGSG_09956P0	" Description=pep:known chromosome:ASM24013v2:1:9280393:9282471:1 gene:FGSG_09956 transcript:FGSG_09956T0 description:""hypothetical protein similar to actin cortical patch component""-species:Gibberella_zeae"	 E_value=6e-06
			
Query=MGG_08829T0	 Hit=lcl|EFP77389	" Description=pep:novel supercontig:ASM14992v1:supercont2.6:1510833:1512751:1 gene:PGTG_03345 transcript:EFP77389 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EFQ95419	" Description=pep:novel supercontig:GCA_000166005.1:GL532809:13222:14266:1 gene:PTT_06604 transcript:EFQ95419 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EFQ95419	" Description=pep:novel supercontig:GCA_000166005.1:GL532809:13222:14266:1 gene:PTT_06604 transcript:EFQ95419 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=4e-06
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00005974	" Description=pep:known supercontig:CADRE:1.9:1493800:1499405:1 gene:CADATEAG00005974 transcript:CADATEAT00005974 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00005974	" Description=pep:known supercontig:CADRE:1.9:1493800:1499405:1 gene:CADATEAG00005974 transcript:CADATEAT00005974 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00005974	" Description=pep:known supercontig:CADRE:1.9:1493800:1499405:1 gene:CADATEAG00005974 transcript:CADATEAT00005974 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=7e-06
			
Query=MGG_08829T0	 Hit=lcl|MGG_03129T0	" Description=pep:known chromosome:MG8:4:2974709:2976783:-1 gene:MGG_03129 transcript:MGG_03129T0 description:""U3 small nucleolar RNA-associated protein 15""-species:Magnaporthe_oryzae"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|MGG_03129T0	" Description=pep:known chromosome:MG8:4:2974709:2976783:-1 gene:MGG_03129 transcript:MGG_03129T0 description:""U3 small nucleolar RNA-associated protein 15""-species:Magnaporthe_oryzae"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|MGG_03129T0	" Description=pep:known chromosome:MG8:4:2974709:2976783:-1 gene:MGG_03129 transcript:MGG_03129T0 description:""U3 small nucleolar RNA-associated protein 15""-species:Magnaporthe_oryzae"	 E_value=4e-06
			
Query=MGG_08829T0	 Hit=lcl|FVEG_02720T0	" Description=pep:known chromosome:ASM14955v1:5:463151:464593:-1 gene:FVEG_02720 transcript:FVEG_02720T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|FVEG_02720T0	" Description=pep:known chromosome:ASM14955v1:5:463151:464593:-1 gene:FVEG_02720 transcript:FVEG_02720T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=5e-06
			
Query=MGG_08829T0	 Hit=lcl|FVEG_02947T0	" Description=pep:known chromosome:ASM14955v1:5:1258429:1259888:-1 gene:FVEG_02947 transcript:FVEG_02947T0 description:""eukaryotic translation initiation factor 3 39 kDa subunit""-species:Gibberella_moniliformis"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|FVEG_02947T0	" Description=pep:known chromosome:ASM14955v1:5:1258429:1259888:-1 gene:FVEG_02947 transcript:FVEG_02947T0 description:""eukaryotic translation initiation factor 3 39 kDa subunit""-species:Gibberella_moniliformis"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|CAZ82598	" Description=pep:novel supercontig:ASM15164v1:FN430147:52218:54566:1 gene:GSTUM_00001060001 transcript:CAZ82598 description:""""-species:Tuber_melanosporum"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EHK22841	" Description=pep:novel supercontig:ASM17099v1:6:2457153:2459376:1 gene:TRIVIDRAFT_71130 transcript:EHK22841 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00002703	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963473:2836795:2838477:1 gene:CADAFLAG00002703 transcript:CADAFLAT00002703 description:""WD repeat protein ""-species:Aspergillus_flavus"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EGY15061	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.12:884856:887049:-1 gene:VDAG_06551 transcript:EGY15061 description:""coronin""-species:Verticillium_dahliae"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EGY15061	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.12:884856:887049:-1 gene:VDAG_06551 transcript:EGY15061 description:""coronin""-species:Verticillium_dahliae"	 E_value=5e-07
			
Query=MGG_08829T0	 Hit=lcl|EPX70519	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.3:274678:277156:1 gene:SOCG_04687 transcript:EPX70519 description:""actin cortical patch component Aip1""-species:Schizosaccharomyces_octosporus"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EPX70519	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.3:274678:277156:1 gene:SOCG_04687 transcript:EPX70519 description:""actin cortical patch component Aip1""-species:Schizosaccharomyces_octosporus"	 E_value=9e-07
			
Query=MGG_08829T0	 Hit=lcl|SNOT_08452	" Description=pep:known supercontig:ASM14691v1:supercont1.12:1193990:1197250:-1 gene:SNOG_08452 transcript:SNOT_08452 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|SNOT_08452	" Description=pep:known supercontig:ASM14691v1:supercont1.12:1193990:1197250:-1 gene:SNOG_08452 transcript:SNOT_08452 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=1e-06
			
Query=MGG_08829T0	 Hit=lcl|SNOT_08452	" Description=pep:known supercontig:ASM14691v1:supercont1.12:1193990:1197250:-1 gene:SNOG_08452 transcript:SNOT_08452 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=6e-06
			
